amount,time_of_day,frequency,device_change,new_recipient,is_fraud
6375.305627936789,10,1,0,0,0
19864.9672407278,12,6,1,1,0
39864.9709936119,6,14,1,0,0
7496.7214500113405,12,17,0,1,0
11463.340510236842,1,19,0,1,0
36112.90616708492,5,1,1,1,0
36002.106790767175,8,1,0,1,0
32057.74049663198,19,13,1,0,0
34697.728274910536,1,14,1,1,1
27136.67944293646,17,6,1,0,0
12590.701146288731,15,6,0,1,0
17285.45397920247,11,1,1,0,0
9080.704242354483,6,14,1,0,0
45422.619616120086,6,3,1,0,0
29170.006346511258,16,10,1,0,0
20043.16998676523,12,19,0,1,0
23100.82817640299,10,19,0,1,0
47364.21969725115,5,19,1,0,1
7668.416804400894,22,4,0,0,0
29311.905371007844,13,19,0,1,0
25294.928055544413,5,10,1,0,0
30573.100317496956,5,2,0,0,0
906.4910808582046,1,4,0,1,0
43606.32332329863,21,6,0,0,0
46605.982005898135,19,7,0,0,0
28257.09404627686,14,16,0,1,0
34832.844543020736,16,7,0,0,0
46125.046559483606,7,18,1,1,1
35362.22447703562,4,19,0,1,0
7627.7996066701535,16,9,1,1,0
28814.841719980494,19,10,1,1,0
30336.14560409641,0,13,1,0,1
21207.109434447997,21,18,0,1,0
36822.47533700052,17,16,0,1,0
46718.416371435975,14,17,1,0,1
46278.50007682591,4,13,1,1,1
22542.5177308352,6,12,1,0,0
5662.789053991922,17,10,0,1,0
49242.075106917764,5,1,0,1,0
41945.06542421026,21,8,0,1,0
6234.009397482139,20,18,1,1,0
46042.173288986,4,2,0,0,0
43494.94820674435,18,16,0,0,0
25942.38401824648,9,12,1,0,0
29564.18051181072,14,9,0,1,0
19950.736190802643,9,3,1,1,0
2739.0271794627447,15,4,0,1,0
16760.5268850534,11,2,1,0,0
40142.86957645197,17,8,0,1,0
232.59651820713833,22,10,1,0,0
16675.625085385516,0,16,0,0,0
19909.036510853573,15,11,1,0,0
26870.242751293204,21,18,1,1,1
45992.86096502161,5,14,0,1,1
17317.9533723037,2,8,0,1,0
17348.313141609488,1,15,1,1,1
36875.32490423931,1,17,0,0,0
22611.44482654947,12,18,1,0,0
11231.016542176158,8,6,1,1,0
22622.523367118538,15,14,0,1,0
7043.710161969613,4,3,0,1,0
8820.172938324658,22,7,0,0,0
24918.89026920125,20,15,1,1,1
20946.85354977789,6,16,1,0,0
45742.380207503935,12,16,0,0,0
18120.33256193254,19,8,1,0,0
29029.836925551896,23,7,1,0,0
31613.5821316886,12,6,0,0,0
655.7097349600934,6,2,1,0,0
33177.205063463516,9,13,1,0,0
8902.620307520701,14,12,1,1,1
48053.55480315529,20,15,0,1,1
7433.987724927894,5,9,0,1,0
20731.79156222746,4,2,1,0,0
4268.398054264114,22,17,0,0,0
49843.715718045525,1,5,1,1,1
25110.248321551797,20,11,0,0,0
29769.655480984868,14,19,1,0,0
3354.7567929439856,15,7,1,0,0
37498.27355948849,18,2,1,0,0
10496.069749186192,8,16,1,0,0
44902.816417746246,21,12,0,0,0
10257.776884459876,18,15,1,0,0
9535.195345462666,6,1,1,0,0
1828.4468427368959,3,13,0,0,0
23603.87518855485,2,6,0,0,0
28242.49182199756,23,13,1,0,1
3286.36626277819,19,18,1,0,0
38776.60530713383,10,3,0,1,0
22664.988448566633,0,1,1,0,0
26219.989076109676,5,15,1,0,0
22038.69658416447,10,13,1,1,1
20038.752280705423,0,5,1,1,1
27982.456925079587,20,13,1,1,1
7762.857056289695,6,5,1,0,0
9097.224596633061,5,19,1,0,0
43089.41926505485,13,18,1,1,1
47305.8269912195,1,10,1,1,1
18666.092504671367,3,8,0,1,0
13537.962912504545,10,15,0,0,0
32200.333162407547,14,4,0,0,0
20437.299820733722,17,2,1,1,0
1270.2923966615826,0,6,1,0,0
7808.473715712152,2,3,1,0,0
35798.895470141026,2,7,0,1,0
32946.538171565655,6,10,0,1,0
1355.772529181671,0,6,1,1,1
11099.38612448554,10,16,0,0,0
11554.508754606983,5,2,0,0,0
33594.96528719282,19,17,1,0,0
986.5071771804534,2,13,1,0,1
5206.324990646708,18,1,0,0,0
39996.0043525741,1,6,1,1,1
8928.054558054626,17,5,0,0,0
32637.652646485883,11,13,0,0,0
11909.90086955528,9,18,0,1,0
4972.970196574499,4,12,1,1,1
12159.366377781706,8,7,0,1,0
36113.6243258511,1,15,0,1,0
42784.96770884618,1,3,1,0,1
41511.16300848501,5,16,1,0,1
19859.77929739312,9,1,0,1,0
33404.58874339574,17,16,1,0,0
10250.009786495633,11,12,1,1,0
14658.093365320403,3,19,0,0,0
44816.89459023747,21,8,1,0,1
651.083173613291,20,12,0,0,0
4276.341034192549,16,15,1,1,1
10395.10487104622,14,2,1,1,0
1327.5836614871118,5,17,0,0,0
9072.590319054776,15,7,0,0,0
29152.49500692364,16,13,1,1,1
21071.806105074305,2,1,1,1,0
44633.692882137664,9,6,1,0,0
40872.360643360305,4,13,0,0,1
17091.5257675421,13,11,1,1,1
12971.912248131193,20,10,0,0,0
18985.240715955177,12,16,1,1,0
29515.15683079787,5,17,1,1,1
13403.91397750299,11,17,1,0,0
31207.821243548853,7,4,1,0,0
20471.17319790983,4,5,1,0,0
27602.80699541816,14,14,0,1,0
21806.8903302367,15,10,0,1,0
14723.99351133634,0,14,0,1,1
47422.71689480087,15,1,1,0,1
38180.52610219388,4,11,0,0,0
7006.518675146861,2,18,0,1,0
43423.53032691974,19,16,1,1,1
24372.07248127743,14,18,1,0,0
44727.71679247768,12,8,0,1,0
39992.962942109814,23,10,0,0,0
21261.250009957203,15,10,0,0,0
1124.4429466975498,22,5,0,1,0
13434.599291887918,10,10,0,1,0
27082.169098828686,20,18,0,1,0
31674.277513087538,1,6,0,1,0
12895.12638397468,21,3,1,1,0
6968.6643475671335,5,8,0,0,0
41746.67690972816,5,9,1,1,1
49220.1246329969,13,5,1,0,0
26284.983424951988,10,2,1,1,0
8584.792613129326,7,2,0,1,0
13616.094018641928,7,7,0,1,0
920.5154366967892,0,17,1,1,1
45715.02602921839,20,10,0,1,0
5888.436393424166,6,12,0,1,0
28826.247259237163,5,2,1,0,0
13703.486979139612,20,10,0,1,0
27709.345947787155,7,1,1,1,0
32571.36799720486,18,4,1,1,0
41487.26044355638,21,13,1,1,1
10321.8571667584,20,12,1,0,1
550.7804370953654,23,11,0,0,0
6845.144617810295,19,10,1,0,0
45001.03207376341,7,15,0,0,0
43694.6299880482,13,5,0,0,0
29871.057695413245,17,17,0,0,0
30026.242504822236,15,5,0,1,0
33252.16869063823,8,2,1,1,0
8769.388559893856,14,9,1,0,0
45720.68288430206,9,6,1,1,1
20939.107474078763,21,18,1,1,1
19157.543273946623,15,14,1,1,1
25946.366346436593,3,19,0,1,0
2349.2513727859773,19,14,1,1,0
8315.002154435215,12,8,0,0,0
36901.94278770209,21,17,0,0,0
4140.850597588398,4,3,1,0,0
30158.002321209944,21,10,0,0,0
12268.210134956367,6,17,0,0,0
19465.391406484785,22,11,1,0,0
14435.398144798222,8,8,1,1,0
17784.28015053099,7,1,1,0,0
35952.57621330709,15,13,0,1,0
14856.788659443127,5,4,1,1,0
28320.665610204564,15,7,1,0,0
23803.044059552783,5,14,0,0,0
33183.894596967046,13,5,1,0,0
46841.550136498576,20,11,0,1,1
36628.8722884153,0,17,0,0,0
10747.803989159247,8,5,1,0,0
1560.1255699291723,23,3,0,0,0
13113.939950946955,12,5,0,1,0
29754.30145708204,18,15,1,0,0
2572.2392483990334,16,19,1,0,0
24818.815993814616,10,16,1,1,1
29842.545602995542,7,8,0,1,0
16712.860296957224,22,13,0,1,0
38545.83927508735,4,16,1,0,1
5330.806058435456,9,3,1,0,0
3757.8139490087024,6,1,1,1,0
36409.709621423965,9,9,0,0,0
24775.070318993716,3,9,1,1,0
34420.431418990374,8,17,0,1,0
21741.932102848707,13,2,1,1,0
12320.855259922102,1,9,0,1,0
40955.29678139231,8,19,0,1,1
39970.994532569995,20,13,1,0,0
34735.12884625048,0,5,0,0,0
13607.984716360905,22,9,0,0,0
29511.943112787485,9,13,1,0,0
18049.3338731044,9,1,1,1,0
4580.012084258381,19,15,0,0,0
45865.761459536676,21,4,0,1,0
6841.794727317151,2,4,0,1,0
47511.9174536863,5,10,1,0,1
22300.84264212483,5,6,0,0,0
9257.461309002143,20,12,0,1,0
27095.505467970528,1,16,1,0,0
43647.41884798454,17,3,1,0,1
36611.51209559165,22,14,1,0,0
40328.250831924626,1,1,1,0,1
32939.509552169155,11,10,1,1,0
34614.135949328105,21,15,0,1,0
42459.9333826144,4,7,0,0,1
12484.150774950438,19,4,0,1,0
24471.75875719338,6,14,1,1,0
11061.250881538292,23,16,1,0,0
49383.412731824355,15,14,1,0,1
47203.022924990975,19,3,0,1,0
1972.3011416139263,0,17,1,1,1
35279.05305061191,0,14,1,1,1
46262.49062246588,16,18,1,0,1
9029.586681021548,0,3,0,1,0
28397.69358240092,20,19,1,1,1
45774.4993911045,19,3,1,0,0
1698.2649833113562,12,12,0,1,0
34871.31594207475,8,5,1,0,0
14868.153019620166,14,10,1,0,0
46219.88537263114,2,9,1,1,1
48552.941200023226,13,1,0,0,0
47213.38018918258,22,13,1,0,1
23711.23661865653,10,3,1,1,0
43102.27050681468,23,19,0,0,0
42227.62537735498,21,11,0,1,1
15955.704561689538,11,16,1,0,0
41445.944792059716,12,6,0,0,0
1851.3447281399156,12,3,1,1,0
29813.89765422417,0,19,0,1,1
11501.211855547865,23,6,1,1,0
6029.223721978163,9,8,1,0,0
3848.5831282588288,2,13,1,1,1
34814.74250513111,23,12,0,0,0
16994.40831343954,3,10,0,1,0
36238.613809666545,15,3,1,0,0
3268.7516836063196,7,4,1,1,0
15765.201601192686,15,1,1,0,0
26975.025127474484,16,13,1,1,1
39536.367518783336,18,4,0,0,0
15938.306394100564,21,11,0,0,0
31294.94293047402,14,19,1,0,0
44299.00143406112,15,11,0,0,0
30793.543545927045,14,12,0,1,0
11648.740778206935,1,11,0,0,0
1221.0146770453446,10,6,1,1,0
43505.073596172595,0,12,1,0,1
1064.4492731085065,14,9,0,1,0
43735.20893253729,18,10,0,0,0
26447.32776422657,3,3,1,0,0
46953.445857946295,10,3,1,1,1
39939.36300544749,4,16,1,1,1
49896.70759255634,2,3,0,0,0
17536.240060770055,12,10,0,1,0
38359.64725826741,9,11,0,1,0
20097.143749548497,10,8,1,1,0
23994.30113957514,17,6,1,0,0
31375.645655455286,1,11,1,1,1
43683.98203220275,6,12,1,0,1
49204.18937649556,8,16,1,1,1
38413.902419812046,9,18,0,1,0
20888.921341584522,17,13,0,0,0
21068.428756851234,22,3,0,1,0
36879.37749714299,6,15,1,1,1
11939.61851126935,6,14,0,1,0
5524.595182456602,2,18,1,1,1
17731.753259881185,11,14,0,1,0
14362.662343712433,6,5,0,1,0
14816.109714679049,16,14,1,1,1
11681.153944744447,0,8,0,0,0
2105.617388628458,4,15,0,0,0
894.6788627359571,15,15,0,0,0
49386.13176441184,14,19,0,0,1
21389.228913659383,1,6,0,0,0
19216.948031336924,8,19,0,1,0
33982.684487370796,6,8,0,0,0
10913.476139365343,3,6,1,0,0
47498.10923632731,19,15,0,1,1
39317.464375763186,17,3,1,0,0
4471.460704610663,20,10,0,1,0
20879.62120847063,3,15,1,1,1
43956.036259800676,12,16,1,0,1
47236.65638254822,0,17,0,0,1
23370.608160982236,23,19,1,1,1
30670.956049146174,2,11,1,1,1
8352.53027065767,15,16,0,0,0
49558.44013822269,21,5,1,1,1
11584.353397470786,3,5,0,0,0
47136.645974982144,22,14,1,0,1
32482.68280296943,15,18,1,0,0
30387.23200714808,18,8,1,0,0
25634.912862314413,0,5,1,1,0
11534.259916076217,4,7,0,1,0
8827.225072243407,18,16,0,0,0
11025.089967299698,21,14,0,0,0
9322.726668950581,23,5,0,1,0
38979.4440938641,10,9,0,1,0
17506.91283307734,12,4,1,1,0
2893.075985493255,19,4,0,1,0
48455.162404410425,4,16,1,1,1
44189.41046228632,20,17,0,0,1
46387.68640747746,3,15,0,0,1
49745.39622449912,3,4,0,0,0
8695.588565725146,3,6,0,0,0
19812.704703114036,3,16,1,1,1
37912.16554672886,19,4,0,1,0
34801.334882071555,20,6,1,0,0
7695.641421086413,17,5,1,0,0
40791.840416405896,17,16,0,1,1
11222.804151261196,15,16,1,0,0
11191.656923516332,8,10,1,0,0
26849.184170247787,17,9,0,1,0
29647.403802150315,21,4,1,1,0
29004.730305682722,1,14,0,1,0
4575.250383050346,20,4,0,0,0
43873.16567065639,3,12,1,1,1
13280.736529392714,11,10,1,1,0
6476.616549218926,6,4,1,0,0
44437.51524536899,14,18,1,1,1
47782.61925998944,6,13,1,0,1
43106.51873565526,21,13,1,0,1
40475.99422016918,20,14,1,0,1
32762.443789970446,16,18,0,0,0
27543.317673086356,15,1,0,1,0
4350.2510088105955,18,16,0,0,0
20423.252200321866,8,15,1,1,1
18635.053162098688,13,5,1,1,0
12988.42943423255,16,6,1,1,0
36171.28226431556,4,6,0,1,0
24794.29087820346,1,3,0,1,0
4053.229749166489,19,16,0,0,0
11009.939914288618,15,12,1,1,1
34163.25492421613,13,4,0,0,0
3807.466843655519,13,1,0,0,0
42560.494495524385,0,4,1,0,1
24757.831204171704,2,1,0,1,0
24029.848279755075,6,8,0,1,0
29620.79682519122,14,5,0,1,0
41234.223615291536,18,2,1,1,1
17391.112585901752,19,12,0,0,0
33901.12961180062,1,17,1,1,1
28287.032467825557,18,7,1,1,0
13352.146480200896,8,11,0,0,0
43931.620687771545,18,4,0,0,0
39871.5036543248,4,5,1,0,0
32922.93328108662,17,6,1,0,0
42529.235872983,15,11,1,0,1
43364.842753789155,3,1,1,0,1
35418.44047277502,11,10,1,0,0
41850.82940485524,6,11,0,1,1
34873.875612002514,13,17,1,1,1
34007.35844724326,22,8,0,0,0
30930.950299381,11,13,1,0,0
37636.07926124251,2,18,0,1,0
7931.096659548392,4,16,1,0,1
44043.657089187225,16,2,0,0,0
43592.30454373385,9,5,0,0,0
1463.3349044449228,9,18,1,0,0
41291.01171148757,10,3,1,0,0
6444.364503804786,16,17,0,1,0
16756.607594102836,4,16,0,0,0
37175.6693063241,12,6,0,0,0
8038.834042519362,9,19,1,0,0
40898.53323892899,8,7,1,1,1
41606.87676370914,16,18,1,1,1
25373.87922030805,0,14,1,0,0
320.28719996996216,3,6,0,0,0
14352.619620612464,3,8,1,0,0
30846.728991868735,17,15,1,0,0
49059.32771519315,8,15,1,1,1
31591.044537306403,17,15,1,1,1
12990.919249626926,13,16,1,0,1
31700.651149277466,14,1,0,0,0
26999.72900041306,5,11,1,1,1
38992.489912162026,23,5,0,1,0
5349.924960709093,9,5,1,0,0
38051.6340971989,14,6,1,0,0
27063.78766722684,3,2,1,0,0
48149.63720094587,17,6,1,1,1
17094.266429768264,17,14,0,1,0
31631.462034804274,16,11,0,1,0
46601.47324739536,11,4,1,1,1
5126.383889805972,6,9,0,0,0
46861.48713333532,15,3,0,1,0
34394.59822931837,10,16,1,1,1
3392.78511819949,13,11,0,1,0
15048.877383773866,2,4,0,0,0
35408.89626017543,18,1,1,1,0
3368.462722837116,17,16,1,1,1
29108.940838353486,9,19,0,1,0
17294.806964590884,5,16,1,0,0
31046.15497285609,12,11,1,1,1
2288.05594859183,9,8,1,0,0
43576.96877081266,17,1,0,0,0
48674.47496990067,19,9,1,1,1
48443.923886429286,15,12,1,0,1
37482.84193531449,5,8,0,1,0
6505.181920291468,12,17,0,0,0
37913.4015332552,3,10,0,0,0
1230.3212360236168,22,7,0,1,0
1107.1554528983338,13,19,0,1,0
16181.187347257912,0,6,1,0,0
24432.67087704288,19,19,0,0,0
38520.60048297185,4,18,1,0,1
34165.08553494865,7,15,0,0,0
22295.68941613104,11,2,1,1,0
13682.059687417011,1,14,1,0,1
49856.2278833854,11,10,0,0,0
21309.63893049641,4,16,0,1,0
22569.899829459446,21,7,0,0,0
8182.0274357622675,4,8,0,1,0
39740.68262794772,12,10,0,1,0
34684.41760684865,8,15,0,1,0
11039.259869825231,9,8,1,0,0
4119.969899746519,0,13,1,1,1
34025.28460443358,2,12,1,1,1
32725.90620284248,17,8,1,1,0
13663.703090383467,11,15,1,0,0
47543.22724895827,2,12,0,0,1
7553.743531153231,8,11,0,0,0
21617.30771732905,1,19,1,0,0
47180.852392459776,2,14,1,1,1
20986.946118989188,13,18,0,1,0
31926.658857256614,3,13,0,1,1
19880.322303741752,18,4,0,0,0
13711.485902231152,12,17,0,1,0
49198.89842034345,6,19,1,0,1
20467.290981745835,11,9,1,0,0
44705.066084753045,2,7,0,0,0
11498.500339948418,22,1,0,1,0
10656.02209655014,22,7,1,1,0
1557.6730101426836,8,7,1,0,0
32583.689601968876,1,7,1,1,0
18426.948659844333,21,8,0,0,0
43218.048133732016,8,16,1,1,1
23661.022124671166,11,3,0,0,0
48409.70320230817,11,13,0,0,0
9277.090259640354,14,10,0,0,0
43431.28977461258,1,18,1,1,1
38830.066042734295,17,7,1,1,0
38546.321310357955,12,5,0,1,0
42239.316622616265,13,7,1,1,1
38051.438523159,4,17,0,1,1
31311.38986124914,9,4,1,0,0
6563.112639241696,11,16,0,1,0
1627.2764483831045,9,19,0,0,0
46042.471542936524,23,10,1,1,1
30832.89907572238,10,3,1,1,0
39827.06801151784,1,3,0,1,0
24076.63605327599,4,17,1,0,1
5866.292139930762,6,10,0,1,0
6260.164424335319,5,17,0,0,0
34278.57879616134,21,17,0,1,0
21515.864439078236,22,4,0,0,0
10027.035810290135,2,6,0,0,0
24580.235742525103,12,12,0,0,0
3211.382644819629,2,17,0,0,0
29098.988124318024,23,17,0,1,0
13450.401228350449,20,10,1,1,0
39878.15747275877,5,7,1,0,0
15518.787584219765,10,16,0,1,0
22761.552233940976,16,13,0,0,0
582.0153748651237,9,3,0,1,0
3623.271942840149,11,2,1,1,0
19625.285326777834,16,16,0,1,0
23997.461797021457,3,6,0,0,0
30001.427385417068,1,6,0,1,0
14583.837272886452,10,13,1,0,0
34749.399324441,6,7,1,1,0
43006.25973706304,1,5,1,0,1
38992.7695936786,17,7,0,1,0
1981.901648592509,20,2,0,0,0
24025.86685594419,3,17,1,0,1
5247.403990730325,7,13,0,0,0
12103.008748110511,19,16,1,1,0
49333.14300076405,13,2,1,0,0
7125.63464953276,11,5,0,1,0
24944.90878441435,21,18,0,0,0
30908.168560171638,20,7,0,0,0
35123.54606223465,17,11,0,0,0
27982.874525662217,10,11,1,1,1
489.53260011176377,7,17,1,1,1
16323.738950891351,1,16,1,1,1
25886.064457592187,14,13,1,1,1
4394.237090742523,8,5,1,1,0
17531.99593352783,18,16,1,1,1
1661.122236459537,19,16,0,1,0
3929.846279253882,7,16,1,0,0
19846.7668868036,18,14,0,0,0
6636.654986398975,4,6,0,1,0
28377.474872229646,10,2,1,1,0
34473.55899189415,14,14,1,1,1
40029.534368755034,7,16,0,1,1
10008.31206199626,18,13,0,1,0
8374.961630371228,22,15,1,0,0
5229.287448879678,7,12,1,1,1
31821.87604693229,18,9,0,1,0
35324.079848618574,17,18,1,1,0
1580.2756551372763,9,14,1,0,0
46810.676099938246,6,4,1,0,0
2599.512211289969,8,8,1,0,0
27065.27546871822,0,8,1,0,0
35453.31691202637,18,16,0,1,0
43548.58521818053,4,10,1,0,1
35704.63251968926,18,17,1,0,0
40086.60242540652,0,1,0,0,0
16973.17017694776,14,18,0,0,0
40741.440862211864,15,10,1,0,1
4006.6622043873726,22,4,1,1,0
44740.93798637032,6,1,0,0,0
27380.071215310658,11,4,1,0,0
40865.07120035472,7,4,1,0,0
22616.461907630488,4,4,1,1,0
32179.241182131052,9,17,0,1,0
26320.606644144726,20,9,1,1,0
36579.744498244836,4,19,1,1,1
4082.4174715474483,16,13,0,1,0
3018.5438474441994,4,4,1,1,1
12355.914597273311,21,5,1,1,0
7978.074460979304,14,13,1,1,1
43589.306546043495,12,16,1,0,1
10961.480153914858,0,5,0,0,0
48793.28692570075,10,8,0,1,0
16845.45269276357,22,16,1,0,0
9106.713666519276,0,1,1,1,0
39485.13565861681,10,6,1,0,0
32935.730067268305,17,11,1,0,0
24910.287626940495,17,16,0,1,0
27768.622183330623,20,5,0,0,0
35960.36971183492,15,16,0,1,0
11423.508611823605,12,7,1,1,0
49816.69946892104,6,19,1,0,1
48739.68331417701,0,1,1,1,1
32516.633991660496,15,9,0,0,0
9977.923004006327,0,18,0,0,0
34011.73189332213,16,13,0,1,0
3610.848250549813,5,15,0,1,0
1533.5944577880975,1,3,0,1,0
12884.886742672174,16,10,1,1,0
23131.685214009074,5,9,1,1,0
43413.75699791362,13,13,1,0,1
36358.72631924564,17,16,0,1,0
37135.58335347785,5,3,1,0,0
21275.24122906932,9,15,1,1,1
17297.403692355598,23,17,0,0,0
18552.56711046715,17,14,0,0,0
49382.49053723916,8,7,0,0,0
2006.4194614327116,7,16,1,0,0
43351.7077746263,9,8,0,0,0
28934.191753211097,16,4,1,1,0
21931.332344060334,22,15,1,0,0
36263.15776309641,5,5,0,1,0
24333.960402293716,13,13,1,0,0
43671.288480844945,21,6,0,1,0
45035.19249869892,21,5,0,0,0
21086.624622745898,5,17,1,0,0
13842.113033955344,6,7,1,1,0
29617.92407933952,11,6,1,1,0
45618.25491748893,2,2,0,0,0
10533.898788094324,13,11,1,0,0
31148.706211590576,21,7,0,1,0
31578.379444405935,18,8,0,0,0
36655.91800774163,22,5,1,0,0
6579.252688677863,15,18,1,1,1
35791.53240913975,6,16,1,0,0
45451.71700076138,7,14,1,0,1
8984.975760403227,17,12,0,1,0
11877.928702868958,12,17,1,0,0
48569.78330698794,20,5,0,1,0
9049.666658521779,8,14,1,1,1
42719.400283385585,9,6,1,0,1
24614.400544545293,20,15,1,0,0
12362.306489084449,22,7,0,1,0
43537.6243137243,8,14,1,1,1
22265.81744487827,14,18,0,0,0
25741.35287913058,19,1,1,1,0
17962.309236618883,1,6,1,0,0
29647.949620894935,12,3,0,1,0
8177.030105378553,1,5,0,1,0
19554.685751051384,18,12,1,1,0
48470.64670444204,1,11,1,0,1
12907.413501623676,2,13,0,1,1
32837.17649040007,5,16,1,1,1
16260.178021170519,2,18,0,1,0
38673.88281120435,9,17,1,1,1
6544.552162256773,23,17,0,0,0
48491.082432882155,5,11,0,1,1
22690.02327964058,22,10,0,0,0
11803.287116859852,15,16,0,1,0
3675.763869753303,16,2,0,1,0
8488.725496471949,18,17,1,0,0
25989.177653852326,2,10,1,0,0
16850.821818387885,17,13,1,1,1
41444.33941076459,6,12,1,1,1
21544.945295566635,8,15,1,1,1
12436.464915108907,19,7,1,0,0
30857.632185214898,11,13,1,1,1
35339.1540670554,4,12,1,0,1
8352.928353139592,2,12,1,1,1
8381.793195199594,10,2,0,0,0
1834.534675250215,3,5,0,0,0
36820.36435126696,4,2,1,0,0
33190.56257656263,0,13,0,1,0
23732.069156614943,17,3,1,1,0
42208.678278010884,11,11,0,0,0
40283.70197734971,12,16,0,0,0
29268.13286547321,8,1,0,0,0
43413.69575438242,1,19,1,1,1
10292.854660628376,4,11,1,1,1
5596.869050266996,12,9,1,1,0
13488.210826237964,15,14,1,0,0
2855.285717609653,15,9,0,1,0
26558.9452305236,23,7,1,1,0
46830.34800905578,2,16,0,1,1
1968.1376898848139,21,3,1,0,0
6106.37359058733,3,19,0,1,0
22610.49921514348,10,4,0,1,0
46693.81700137772,22,7,0,1,0
15808.489092732549,13,12,0,1,0
25362.233199610935,2,18,1,1,1
2079.6013796605544,15,5,1,0,0
7418.011704903481,21,10,0,0,0
49331.51951781938,14,12,1,0,1
48255.96970310584,9,8,1,0,0
247.99410673954637,8,19,0,1,0
47590.63745937653,10,15,1,1,1
31956.357770837203,15,1,1,0,0
43396.04680770659,9,3,1,0,0
22737.53804183732,16,18,0,0,0
25780.285832933932,18,18,1,1,1
24442.840166265752,1,2,0,1,0
33343.54601304767,23,5,0,1,0
6983.423086560889,22,1,0,0,0
1499.649520044025,1,10,1,0,0
15397.189149617954,5,10,1,0,0
35234.3334560696,18,5,1,1,0
10093.470752695295,7,18,0,1,0
33671.94823381254,2,15,1,0,0
48495.63239331741,13,8,0,0,0
4695.94188875513,15,17,1,1,1
33630.43330913809,0,12,0,1,0
22188.067215009254,20,12,1,0,0
43407.24457662089,2,1,1,0,1
8858.312322579848,21,4,1,1,0
34631.604985356,17,8,0,0,0
41905.92636711586,8,1,0,0,0
47230.76635948169,5,15,1,1,1
34162.718166454004,22,18,0,0,0
24859.241025657357,20,1,0,1,0
30892.74416282049,0,11,0,0,0
43445.38031895143,20,2,1,1,1
28530.916722194845,9,1,1,0,0
1520.3225977821462,5,12,1,0,0
46547.50382665338,22,16,0,0,0
34476.64802482702,11,10,1,1,0
33825.992775476545,3,18,0,0,0
10784.54194473346,12,15,0,0,0
32944.61462616263,16,17,1,1,0
19693.82641830227,7,10,1,0,0
32561.99761909756,19,3,1,1,0
5330.5449223692285,2,16,0,1,1
32892.6073848472,11,6,0,1,0
49970.68687480756,6,3,1,0,0
2411.553730988941,11,9,0,1,0
48858.73203688164,1,11,1,0,1
20345.991128182806,23,13,1,1,1
43537.80176341262,13,18,1,0,1
39119.49181742962,21,4,1,1,0
28351.246033072402,22,8,1,1,0
36922.72201335707,4,13,1,0,1
43925.899549506095,8,10,0,1,0
20207.611942229996,20,2,0,0,0
16352.331045000372,10,8,1,1,0
33380.00168479367,4,6,1,0,0
40392.48925112099,2,16,0,1,1
38114.49445369601,16,18,0,1,0
39890.88462928287,1,17,1,0,1
21779.730157331836,23,6,1,1,0
40891.89297453491,0,13,0,0,1
6011.332559475051,6,14,1,0,0
27224.910408944517,13,10,0,1,0
288.9272662455804,4,11,1,1,1
16229.966909183615,18,13,0,1,0
18323.710282035023,10,12,1,0,0
19809.23840777116,22,9,1,0,0
34773.66486728642,1,4,1,1,0
19428.516505416017,7,7,0,0,0
22435.23243750391,8,2,1,1,0
11877.968999585499,2,7,0,1,0
18663.216329675375,1,9,0,1,0
11364.254093530311,6,5,0,0,0
3660.7229924984135,4,15,0,0,0
30172.826220475516,20,18,1,1,1
33410.971714952255,4,4,1,0,0
30974.897810134717,19,19,1,1,1
23175.238695984815,12,7,0,1,0
18989.909223181312,20,8,1,0,0
43166.81914494169,19,17,0,1,1
25954.570175025765,5,13,0,1,0
23959.61469960892,19,11,0,1,0
1283.077648255978,17,1,1,1,0
17063.050133480192,1,2,0,1,0
19010.40074367407,5,17,1,0,0
19941.740222064127,8,5,1,0,0
29009.038288997388,2,6,1,1,1
26680.593733797195,0,7,0,0,0
30395.646734579437,0,15,1,1,1
38244.39819384487,18,19,0,1,0
40649.473950065956,4,16,0,1,1
35906.43568824849,12,13,0,1,0
47776.22927405078,18,5,0,0,0
912.6109012354052,11,3,1,0,0
9789.703506191621,15,3,1,1,0
379.13618603212785,18,19,1,0,0
32374.088233015995,2,14,1,1,1
44901.629416950396,11,16,0,0,0
12174.871346518388,4,17,0,1,1
46351.800205270534,1,4,0,1,1
3014.309247087753,21,13,0,1,0
46721.86690424891,6,8,1,0,0
17581.782739294482,12,19,1,0,0
5071.940001632376,14,5,0,1,0
24294.102087557094,21,2,0,0,0
12839.571609457676,2,15,0,0,0
14244.36022519418,20,2,0,0,0
15365.190956349403,19,11,1,0,0
40151.49186573534,4,13,0,0,1
26958.524672486048,23,10,1,0,0
15566.073650101027,7,3,1,0,0
30517.078831762607,21,5,0,0,0
35807.817560485455,0,3,0,0,0
13631.927412675956,7,6,1,0,0
20678.04152716605,23,13,1,0,1
6095.18278075404,17,10,0,0,0
9058.286327384481,19,19,1,0,0
34056.211580395175,15,8,0,1,0
9072.735946433651,17,18,0,1,0
26258.644019969342,19,3,1,0,0
35452.604039859914,11,17,1,0,0
5344.7392778140975,12,8,0,0,0
28366.04366922555,12,10,0,1,0
12828.882622284487,9,2,1,1,0
48146.38083500375,6,12,1,0,1
24177.798790349516,13,6,1,0,0
